,rout,GAMMA,T_SPIN_COHERENCE,L,best_solutions_fitness,best_solution
264,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-07,1000000.0,0.0,
308,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-07,1000000.0,0.0,
4,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1e-06,1000000.0,0.0,
48,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1e-06,1000000.0,0.0,
92,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1e-06,1000000.0,0.0,
136,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1e-06,1000000.0,0.0,
180,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1e-06,1000000.0,7.898314587332442e-19,[1 1 27 15.454017337439348]
224,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-06,1000000.0,0.0,
268,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-06,1000000.0,0.0,
312,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-06,1000000.0,2.588468184755036e-29,[1 2 28 9.106301593056283]
8,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1e-05,1000000.0,0.0,
52,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1e-05,1000000.0,7.014121746217068e-18,[1 4 29 33.83084885307217]
96,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1e-05,1000000.0,6.561945527608079e-17,[1 2 29 27.58963858121128]
140,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1e-05,1000000.0,1.0161246067262463e-16,[1 1 29 25.15783875756154]
184,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1e-05,1000000.0,1.0616604245430935e-16,[1 1 29 25.15669182959878]
228,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1e-05,1000000.0,1.0664133307767255e-16,[1 1 29 25.156577165213218]
272,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1e-05,1000000.0,1.0668907019862614e-16,[1 1 29 25.15656656876097]
316,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1e-05,1000000.0,1.0669384600042455e-16,[1 1 29 25.156565434556512]
12,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.0001,1000000.0,7.402762249575698e-19,[1 2 29 37.66774869012343]
56,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.0001,1000000.0,2.0621705077433706e-17,[1 1 29 25.376815306322023]
100,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.0001,1000000.0,630.6515218475715,[4 28 6 480.9138535408052]
144,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.0001,1000000.0,729.830327343298,[4 28 6 472.5806630798665]
188,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.0001,1000000.0,740.3085467323226,[4 28 6 471.7637135323169]
232,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.0001,1000000.0,741.3622617190913,[4 28 6 471.6815003803846]
276,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.0001,1000000.0,740.5137872301256,[4 27 6 482.59531615949584]
320,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.0001,1000000.0,741.4782361201874,[4 28 6 471.6727814509348]
16,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.001,1000000.0,1.9816032973818574e-18,[1 1 29 27.432581430112712]
60,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.001,1000000.0,697.9394506889469,[4 27 6 561.0540708638824]
104,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.001,1000000.0,1462.7795274059563,[4 23 6 528.9073759661325]
148,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.001,1000000.0,1650.2880113839892,[4 17 5 550.3577142674003]
192,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.001,1000000.0,1666.845663887883,[4 17 5 549.5463600849108]
236,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.001,1000000.0,1660.8947616482155,[4 18 5 527.0072158242182]
280,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.001,1000000.0,1668.679589089436,[4 17 5 549.4570121779742]
324,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.001,1000000.0,1668.696272656788,[4 17 5 549.4561106071885]
20,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.01,1000000.0,2.1137032957077715e-18,[1 1 29 27.448621462652746]
64,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.01,1000000.0,794.8974344745441,[4 26 6 572.1673405585168]
108,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.01,1000000.0,1680.5627745490967,[4 17 5 556.606546897703]
152,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.01,1000000.0,1837.065772140844,[4 16 5 576.0104584133636]
196,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.01,1000000.0,1853.2974110186,[4 17 5 547.6647956034628]
240,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.01,1000000.0,1856.2476571068123,[4 16 5 575.0481213064542]
284,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.01,1000000.0,1856.4232788709544,[4 16 5 575.0397568986493]
328,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.01,1000000.0,1856.4408422866147,[4 16 5 575.0389183267775]
24,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,0.1,1000000.0,2.128939136057532e-18,[1 1 29 27.450404692267437]
68,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,0.1,1000000.0,780.3196486843017,[4 18 5 620.286993078721]
112,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,0.1,1000000.0,1699.7969350707183,[4 17 5 556.4118034202213]
156,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,0.1,1000000.0,1857.435737683846,[4 16 5 575.7853360603134]
200,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,0.1,1000000.0,1874.8703496233288,[4 16 5 574.911970991544]
244,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,0.1,1000000.0,1876.6260960588636,[4 16 5 574.8248909170471]
288,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,0.1,1000000.0,1876.801794429939,[4 16 5 574.8160393380075]
332,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,0.1,1000000.0,1876.819365505676,[4 16 5 574.8150482122546]
28,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1.0,1000000.0,2.1305022314370976e-18,[1 1 29 27.450587132983447]
72,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1.0,1000000.0,806.3282228415687,[4 26 6 571.7751069615061]
116,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1.0,1000000.0,1701.728029693407,[4 17 5 556.3920993550289]
160,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1.0,1000000.0,1859.480499573997,[4 16 5 575.7632338521263]
204,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1.0,1000000.0,1874.5462730289992,[4 17 5 547.459761335219]
248,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1.0,1000000.0,1876.224729548869,[4 17 5 547.3795769722587]
292,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1.0,1000000.0,1876.3926889102656,[4 17 5 547.3715161154778]
336,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1.0,1000000.0,1878.8649251261209,[4 16 5 574.7926984744984]
32,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,10.0,1000000.0,4.997962081717043e-16,[2 10 4 525.8630750096954]
76,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,10.0,1000000.0,806.4326467064459,[4 26 6 571.7717075634918]
120,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,10.0,1000000.0,1701.921216589814,[4 17 5 556.3908381648802]
164,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,10.0,1000000.0,1859.6850540330183,[4 16 5 575.760816589469]
208,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,10.0,1000000.0,1877.1204557526444,[4 16 5 574.8872220108562]
252,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,10.0,1000000.0,1878.876280695271,[4 16 5 574.8001037666561]
296,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,10.0,1000000.0,1876.586590259853,[4 17 5 547.3700106279206]
340,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,10.0,1000000.0,1876.603387392997,[4 17 5 547.3686605872026]
36,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,100.0,1000000.0,2.130674669042394e-18,[1 1 29 27.450607255853523]
80,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,100.0,1000000.0,806.4430896028102,[4 26 6 571.771540031405]
124,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,100.0,1000000.0,1701.940536060196,[4 17 5 556.39045016755]
168,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,100.0,1000000.0,1859.7055102676536,[4 16 5 575.7609484211137]
212,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,100.0,1000000.0,1877.1409191103328,[4 16 5 574.8872277602529]
256,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,100.0,1000000.0,1876.438021094625,[4 17 5 547.3776488157234]
300,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,100.0,1000000.0,1879.0724510500304,[4 16 5 574.7910463888088]
344,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,100.0,1000000.0,1879.0900229163567,[4 16 5 574.7903587729398]
40,<class 'key_rate_optimization.tgs_a_routine'>,62831853.071795866,1000.0,1000000.0,2.130676237115394e-18,[1 1 29 27.450607437655066]
84,<class 'key_rate_optimization.tgs_a_routine'>,628318530.7179586,1000.0,1000000.0,806.4441338972088,[4 26 6 571.7708440398143]
128,<class 'key_rate_optimization.tgs_a_routine'>,6283185307.179586,1000.0,1000000.0,1701.9424680136049,[4 17 5 556.3901341038986]
172,<class 'key_rate_optimization.tgs_a_routine'>,62831853071.79586,1000.0,1000000.0,1858.0897983902669,[4 17 5 548.2593808191154]
216,<class 'key_rate_optimization.tgs_a_routine'>,628318530717.9586,1000.0,1000000.0,1874.761496954842,[4 17 5 547.4576946404745]
260,<class 'key_rate_optimization.tgs_a_routine'>,6283185307179.586,1000.0,1000000.0,1878.89879117613,[4 16 5 574.7995789090485]
304,<class 'key_rate_optimization.tgs_a_routine'>,62831853071795.86,1000.0,1000000.0,1879.074497465268,[4 16 5 574.7911311291025]
348,<class 'key_rate_optimization.tgs_a_routine'>,628318530717958.6,1000.0,1000000.0,1879.0920693342437,[4 16 5 574.7900723907359]
1,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1e-07,1000000.0,0.0,
45,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-07,1000000.0,0.0,
89,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-07,1000000.0,0.0,
133,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-07,1000000.0,0.0,
177,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-07,1000000.0,2.173717950095549e-20,[1 3 28 196.77929689721134]
221,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-07,1000000.0,3.8093865076872656e-14,[1 1 29 25.11710755218189]
265,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-07,1000000.0,6.580673349928697e-14,[1 1 29 25.120668297798442]
309,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-07,1000000.0,424337.9394225618,[4 29 7 445.0264680991666]
5,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1e-06,1000000.0,0.0,
49,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-06,1000000.0,0.0,
93,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-06,1000000.0,0.0,
137,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-06,1000000.0,6.623990476075598e-16,[1 1 28 24.094694500735223]
181,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-06,1000000.0,51219.85301587322,[4 29 7 451.1189748769822]
225,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-06,1000000.0,722779.1900178619,[4 23 6 434.7318745469301]
269,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-06,1000000.0,1321437.8276910523,[4 17 5 476.92088579988246]
313,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-06,1000000.0,1440504.668393341,[4 23 6 431.4027653323394]
9,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1e-05,1000000.0,0.0,
53,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1e-05,1000000.0,0.0,
97,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1e-05,1000000.0,6.627820870433642e-17,[1 1 28 25.79668917049277]
141,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1e-05,1000000.0,3505.339303115735,[4 29 7 535.6232758292041]
185,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1e-05,1000000.0,158068.8897064838,[4 17 5 481.1653093221284]
229,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1e-05,1000000.0,939556.177551053,[4 16 5 497.2315070665308]
273,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1e-05,1000000.0,1503775.9547649857,[4 22 6 443.25484977460997]
317,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1e-05,1000000.0,1713439.4875551248,[4 17 5 472.67160012750094]
13,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.0001,1000000.0,4.3276451370298577e-29,[1 1 27 7.54964132882141]
57,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.0001,1000000.0,1.4581620796383157e-32,[1 6 28 310.3340254932042]
101,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.0001,1000000.0,8.533326255392736e-17,[1 1 29 25.12239319364078]
145,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.0001,1000000.0,14520.926443550974,[4 17 5 530.3189356079625]
189,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.0001,1000000.0,186528.920516306,[4 16 5 501.48481268196684]
233,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.0001,1000000.0,970331.7202140857,[4 16 5 496.3950711364855]
277,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.0001,1000000.0,1633706.095532496,[4 16 5 495.89055444576974]
321,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.0001,1000000.0,1753156.636614796,[4 16 5 495.8396489044785]
17,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.001,1000000.0,3.5912607904435507e-20,[1 1 28 29.910625235087082]
61,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.001,1000000.0,6.829897939576598e-18,[1 1 29 25.132841193613473]
105,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.001,1000000.0,0.2208651189605407,[3 17 5 710.0684840831879]
149,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.001,1000000.0,17244.30219388215,[4 16 5 553.2998913727374]
193,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.001,1000000.0,189618.4452263896,[4 16 5 501.0630079382394]
237,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.001,1000000.0,906535.6153703046,[4 20 6 480.07856032160737]
281,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.001,1000000.0,1636826.5499569888,[4 16 5 495.8406172265937]
325,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.001,1000000.0,1756277.3729719736,[4 16 5 495.79310523267173]
21,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.01,1000000.0,6.161780760721868e-20,[1 1 29 25.636629263158927]
65,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.01,1000000.0,7.030427266612503e-18,[1 1 29 25.136100073276573]
109,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.01,1000000.0,10.90814435420297,[3 11 4 871.5862989917096]
153,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.01,1000000.0,17460.441394697187,[4 17 5 527.0428658993313]
197,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.01,1000000.0,188517.3859449505,[4 15 5 530.5770806556056]
241,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.01,1000000.0,967869.3177006496,[4 17 5 472.7318677432019]
285,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.01,1000000.0,1637138.8415741676,[4 16 5 495.83527587216435]
329,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.01,1000000.0,1756589.6761124898,[4 16 5 495.7886816644408]
25,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,0.1,1000000.0,6.361091714894689e-20,[1 1 29 25.638989848172567]
69,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,0.1,1000000.0,7.052274721766368e-18,[1 1 29 25.136450939799314]
113,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,0.1,1000000.0,13.13565474606876,[3 10 4 923.1203030319656]
157,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,0.1,1000000.0,17571.80202249861,[4 16 5 552.9060664351758]
201,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,0.1,1000000.0,188832.7206614189,[4 17 5 477.24456014079715]
245,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,0.1,1000000.0,967898.8095524664,[4 17 5 472.73092046959437]
289,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,0.1,1000000.0,1637170.0731991648,[4 16 5 495.83515527501106]
333,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,0.1,1000000.0,1756620.9087243285,[4 16 5 495.78799370453345]
29,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1.0,1000000.0,6.382837529239258e-20,[1 1 29 25.63924238353486]
73,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1.0,1000000.0,7.054486651599189e-18,[1 1 29 25.13648559706815]
117,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1.0,1000000.0,13.393256608104908,[3 10 4 925.92638661316]
161,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1.0,1000000.0,17574.79804824548,[4 16 5 552.9024864150821]
205,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1.0,1000000.0,189963.68560152213,[4 16 5 501.0162901806359]
249,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1.0,1000000.0,967901.7587770816,[4 17 5 472.7308205131891]
293,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1.0,1000000.0,1627257.1421617074,[4 17 5 472.2840626186294]
337,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1.0,1000000.0,1639967.2732820208,[4 21 6 459.8363598088368]
33,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,10.0,1000000.0,6.385039590775042e-20,[1 1 29 25.639267904911158]
77,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,10.0,1000000.0,7.054708133671609e-18,[1 1 29 25.136489992270775]
121,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,10.0,1000000.0,13.419125322625256,[3 10 4 926.2056489424833]
165,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,10.0,1000000.0,17575.097669620845,[4 16 5 552.9016198192743]
209,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,10.0,1000000.0,189963.9968393704,[4 16 5 501.01616953092207]
253,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,10.0,1000000.0,966868.3649663456,[4 15 5 525.598091803663]
297,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,10.0,1000000.0,1627257.4371758378,[4 17 5 472.2840735492797]
341,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,10.0,1000000.0,1744169.0258274323,[4 15 5 525.0561094859809]
37,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,100.0,1000000.0,6.385260089149027e-20,[1 1 29 25.63927046689015]
81,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,100.0,1000000.0,7.054730284788895e-18,[1 1 29 25.136489499984865]
125,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,100.0,1000000.0,13.4217132771491,[3 10 4 926.2334468415171]
169,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,100.0,1000000.0,17575.12763192047,[4 16 5 552.9015202808655]
213,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,100.0,1000000.0,188554.05644327935,[4 15 5 530.5720501786561]
257,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,100.0,1000000.0,967902.0831903452,[4 17 5 472.73080334582465]
301,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,100.0,1000000.0,1625562.7759520295,[4 15 5 525.1051196792915]
345,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,100.0,1000000.0,1745985.2729062312,[4 17 5 472.23935778953785]
41,<class 'key_rate_optimization.tgs_f_routine'>,62831853.071795866,1000.0,1000000.0,6.385282141927844e-20,[1 1 29 25.63927064387186]
85,<class 'key_rate_optimization.tgs_f_routine'>,628318530.7179586,1000.0,1000000.0,7.054732499929405e-18,[1 1 29 25.13648954698612]
129,<class 'key_rate_optimization.tgs_f_routine'>,6283185307.179586,1000.0,1000000.0,7.766058621922439,[3 14 5 1059.0123319853706]
173,<class 'key_rate_optimization.tgs_f_routine'>,62831853071.79586,1000.0,1000000.0,17575.130628170522,[4 16 5 552.9021399524315]
217,<class 'key_rate_optimization.tgs_f_routine'>,628318530717.9586,1000.0,1000000.0,189964.03107573575,[4 16 5 501.0160209014139]
261,<class 'key_rate_optimization.tgs_f_routine'>,6283185307179.586,1000.0,1000000.0,967902.0861411396,[4 17 5 472.7310762713606]
305,<class 'key_rate_optimization.tgs_f_routine'>,62831853071795.86,1000.0,1000000.0,1625562.7792668573,[4 15 5 525.1053699758739]
349,<class 'key_rate_optimization.tgs_f_routine'>,628318530717958.6,1000.0,1000000.0,1745985.2758551857,[4 17 5 472.23937642033644]
